Artist,Title,Album,Date,Lyric,compound,neg,neu,pos,VADER sentiment
Drake,I’m Still Fly,Heartbreak Drake,2009-12-19,yeah alright paige i hope you don't mind i hope you don't mind me uhm havin' a little fun you know i know this your joint i just i always liked this song so i figured i may as well throw in here we go   i'm still fly yeah i'm sky high and i dare anybody to try to cut my wings ah i'm still pullin out the phantom and these haters can't stand 'em that's me singin' by the way nigga i'm still doing my thing in case you didn't know i'm still fly yeah i'm sky high it's some new shit it's some new shit i'm on and i dare anybody to try to cut my wings i promise i got 'em though i'm still shuttin' cities down every time i come around love nigga i'm still doing my thing here we go i'm still  responsible for everything you listen to a mediocre talent let me see if i can condition you took over my city and i never asked permission to started poppin' bottles cause it's atl tradition to celebrate with bob ma fuck him at the soho if there ain't an elevator in it it's a no go coldest thing droppin' and these bitches wanna snow blow and they just give me head while the haters give me promo and man my dj should've won that listen and respect man the city owe us one back all these old heads keep they minds on one track and me i run toronto halla at me when you're done laps roll around with neego party with azooka shout goes out to da shout goes out to future shout goes out to getti motherfucker i am ready and whoever got the torch just can't seem to hold it steady 'cause i see the flame flickering x girls bickering got these women jockin' me from holly grove all the way to picker ring i tryed to send my nigga short some syrup out in michigan but my connect said it'd take a minute if you listening please start doing you i been doing me and i'm a staple in my city you can never ruin me rappers are emotional critics be reviewin' me but i got love for everybody even if you suin' me my brother prain know we fuck with the same hoes plus he taught me how to spot an officer in plain clothes starin' at you pussy niggas all i see is rainbows hopin' on a jet to every single lil wayne show me and lil jazzy please do not harass me just halla if you got me fuck you if you had me shout goes out to brian e shout out to photo will shout out to oliver and 40 man you know the deal shout out to mayhem shout out to b plus the names i mention are crucial you gonna need us and life is good everything is just fine i am so sure of my rhymes i could sacrifice a line yeah i swear i really fuckin' does it i had these niggas trippin no luggage   i'm still fly i'm sky high and i dare anybody to try to cut my wings i'm still pullin out the phantom and these haters can't stand 'em nigga i'm still doing my thing i'm still fly i'm sky high yeah and i dare anybody to try to cut my wings i'm still shuttin' cities down every time i come around nigga i'm still doing my thing i'm still,0.9069,0.079,0.818,0.103,Positive
Drake,Drake’s Voice Mail Box #1,Room for Improvement,2006-02-14,message  jermaine  from  the man drake puts it the fuck down hes doing his thing hes got the hottest mixtape on the streets its early its nasty hes putting it the fuck down you know what im sayin' listen to that shit do your thing aiiight  message  yo yo yo this is your boy christopher  thats right  chilling with my main man drake on the offthehook from this tape you know how we get down thats how we do it the real house party baby lets go lets go lets go  message  yo nigga whats up this is glenn lewis man had to holla at my boy drake the incomparable illustrious lyrical genius hailing from the one and only toronto upnorth throwed niggas pay attention how my nigga get down drake let em have it man 06 you know how we doing it this year we doing it big man we 'bout to set this whole country on fire 'bout to put this place on the map lets get it,-0.9501,0.116,0.869,0.015,Negative
Drake,Drake’s Voice Mail Box #2,Room for Improvement,2006-02-14,message  what up this kim damn ive been trying to get at you all week why dont you call me back  message  okay i lied damn i swear just call me back  message  okay alright  hit it too why dont you just call me back,-0.5267,0.174,0.717,0.109,Negative
Drake,Swagga Like Us,Heartbreak Drake,2009-12-13,drake  mia no one on the corner has swagger like us yeah swagger like us swaggerswagger like us right no one on the corner has swagger like us haaaah swagger like us swaggerswagger like us aight no one on the corner has swagger like us i'm 'bout to do my thing swagger like us swaggerswagger like us you ready no one on the corner has swagger like us swagger like us swaggerswagger like us here i go   mia  drake no one on the corner has swagger like us yeah swagger like us swaggerswagger like us it's october's very own no one on the corner has swagger like us drizzy swagger like us swaggerswagger like us tez you ain't even got nothin' to worry about man no one on the corner has swagger like us swagger like us swaggerswagger like us yeah no one on the corner has swagger like us check swagger like us swaggerswagger like us   drake uh are you listening is anybody listening walk into the room and you can smell the clive christian scent a lot of niggas is threatened by my positioning thrilling bars you'd think i'm writin' with john grisham pen i need rosé never mind the pricing know we brought cake to the party no icing no ice on big phantom no license fuck if you feelin' me as long as your wife is no one in my city got a pocket like drizzy i could rock fitted jeans 'cause my credit card skinny it's pitch black and covers all incidentals and ms wrong sorry you ain't notice my potential fuck y'all rappers and your selfproclaimed status i can only see green now happy st paddy's yeah i know you waitin' on the last quote check the soundscan you can see that i'm the last hope   mia  drake no one on the corner has swagger like us yeah swagger like us swaggerswagger like us oh i'm not done no one on the corner has swagger like us ye what up swagger like us swaggerswagger like us don c what up homeboy no one on the corner has swagger like us ghop swagger like us swaggerswagger like us i got 'em no one on the corner has swagger like us swagger like us swaggerswagger like us uh look   drake by the way i'm jewish and turnin'  gets depressin' when you see your favorite rappers goin' through it tryna reinvent themselves showin' no improvement gettin' crushed by this lightskinned youngin on some new shit 40 just record it and we'll drop this here 'cause i'm tryna fuck megan fox this year and if you got a stylist to cop you gear you in my age bracket you are not my peer yeah fuck you really know about a eames couch frette sheets perfect touch to a clean house wide awake but a nigga livin' ya dreams out lookin' like a photoshoot every time the team's out yeah and is the realest nigga still i a woman could love me to death but i still die so i'm about us now smith and wesson flow you should tell them boys duck down   mia  drake no one on the corner has swagger like us yeah swagger like us swaggerswagger like us you know what it is no one on the corner has swagger like us october's own atf swagger like us swaggerswagger like us reps up holla at me no one on the corner has swagger like us yeah swagger like us swaggerswagger like us we do this day in and day out man no one on the corner has swagger like us dead serious azooka i see you boy swagger like us swaggerswagger like us yeah   mia no one on the corner has swagger like us swagger like us swaggerswagger like us no one on the corner has swagger like us swagger like us swaggerswagger like us,0.9968,0.116,0.662,0.222,Positive
Drake,Cannonball (Snippet),Heartbreak Drake,2009-12-19,colin munroe how could i fly but lose it all i'm a cannonball maybe you'll walk away maybe you'll walk away set me up and let me off i'm a cannonball  drake like my big bro say i'm goin in olimpic loser money i just glad i learned to swim cannonball bitch i hope dive untill it's 0 and i hope when dinners cold my fingers do not dessert me and these haters like damb m gave a lot of women they first ride in the phantom and yeah i got a deal now and i'm secure with it and yet my life is so exciting i get bored with it i'm the best one out of my peers and everybody pray i'm running out of ideas past my mos cause i shine so bright and i'm the result of when it all goes right so many pictures man the floor is a collage critics have hard time pointing out the flaws all this slick talk i just hope i don't fall right out of the sky through the roof of your garage   colin munroe how could i fly but lose it all i'm a cannonball maybe you'll walk away maybe you'll walk away set me up and let me off i'm a cannonball,0.9692,0.105,0.719,0.176,Positive
Drake,Take Your Girl,Heartbreak Drake,2009-12-15,hook  lil wayne now shawty got a man but i got a plan look homie i ain't trying to force your hand but i'ma take your girl i'ma take your girl  hook  drake and i can tell you she wants me she wants me she wants me she wants me and yes i want her too i'ma take your girl   drake i swear to you every time i sees her i seizure keep running through my mind jog my memories amnesia touch ya tease ya nervous don't freeze up she let me take control i run a woman like a visa she always run back to me saying he's a dog off the leash he got this other girl alicia she tell me she's in hell i tell her take a breather i'm nothing like your man but i can't love you neither it's wifey over bitches but money's over her cause money's under nothing my life is such a blur it's not the way it has to go it' just what i prefer and any young money nigga i know would concur weezy talk to 'em  interlude lil wayne and she wants me she wants me yeah and i want her too yeah i want her too   lil wayne i'm talkin' 'bout shawty got something about her shawty got this thing about her shawty got that thing that make you wannna wrap a ring around her wanna rap and sing about her so thats what i does shit that's what it was they rub my back in the tub it was me yeah we all buddies and shawty gots a husband and everyone knows bout him but fuck him  hook  lil wayne and i can tell you she wants me she wants me she wants me she wants me and yes i want her too i'ma take your girl  hook  drake shawty got a man but i got a plan listen homie i ain't trying to force your hand but i'ma take your girl i'ma take your girl   drake and her girls and they girls comin' with me yeah talkin' one on three yeah they ain't playin no d yeah thats cause they playin for me yeah   kidkid just as long as we know whats good on both ends i'm loving ya like i'm ya man though we just friends if ya shy come see me for ya comfortin' i got a comfortable suite at the comfort inn i tell her i don't own a boat baby but i can float and i don't own a plane but there's a mary jane and we can float your man ain't worrying about what's going on over here you could get penalized the way you blowin' below the rear now this game like a analog i don't sweat cause it show how fake you are she stressin' ya she testin' ya she just tryin' to see what kinda level ya on you don't make it bounce like a basketball you ain't even get no ass at all now you sittin at the club trying to laugh it off she done found her mid glam boy you messin up you messed up wasn't easy to clean your mess up she found me and i blessed her i applied to her pressure she call me a professor i went gave her her lecture i bet she says i'm better than her man was ever  hook  drake shawty got a man but i got a plan look homie i ain't trying to force your hand but i'ma take your girl i'ma take your girl  hook  lil wayne x and i can tell you she wants me she wants me she wants me she wants me and yes i want her too i'ma take your girl,0.9915,0.082,0.779,0.14,Positive
Drake,Acapella,Drake Demo Disk,2006-01-01,this the record that my backpack underground fans get to skippin' back back southern town fans get to tippin' chasin' fat stacks runnin' down grands and submission i don't back track every single sound for me different i don't own no ice i just got clean rap i don't ever two step i just rock lean snap we could take it out to houston where the rides all glossed up anybody i'm standin' beside's all bossed up burglar minded they say i'm servin' them rhymers and me and nickel f go together like burgers and diners yes i'm like a waiter and you something like a hater with trays in both hands place an order i can cater uh i got the diamonds in my teeth flow memphis is the reason that my rhyming and my speech slow peep though when i get fed up its sped up riding through the streets just reclining in my seat hoe uh them city lights is looking brighter its  am in the morning an' the pen is like a lighter im just a writer flaming pages of a notebook my rachel mcadams get at em when i ignite her yup soon as a couple plan a trip you smell gasoline im burning all up and down the strip strip i done said it i give you the unleaded just tip me if your tank is empty come get me  hook yo the city is mine  which one toronto drake that's me you know how the story goes pull up range rove yo chick wanna roll and i play myself in the stereo and i make 'em wanna shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go   break it down like you working for your tuition at howard mama get it how you live that thang that you working is power tryna be generous so honey here's a tip nowadays it's gettin cheaper to put 0's on the whip so if you a opportunist look for 0's in the clip and if you find 'em attractive and funny that's when you dip dip and it's a trip my city broke into sections up north i got me a couple of troubles couple connections and it's nothing that i created on purpose there's people that gotta problem but they scared to let it surface uh ya boy say this that and the third to 'em see me out and they never utter a word to 'em expect me not to draw a card from the deck anybody in my city going hard i respect but you got a debt and you choose not to pay that i'mma hop ya fence come into your yard and collect lect uh it ain't a problem of concern bruh i always end up with exactly what i earn bruh this ain't last year money like a cashier so hand your receipt if you tryna make a return bruh yessir i live in a city where a lot of people don't get shine shine and i be on by the fence as soon as anybody stepping out of line line and i got way too much love for the city i can never get too much of and if anybody hatin' on me i deport 'em the city is mine boy  hook yo the city is mine  which one toronto drake that's me you know how the story goes pull up range rove yo chick wanna roll and i play myself in the stereo and i make 'em wanna shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go   after that break it down break it break it down after that break it down break it break it down after that break it down break it break it down after that break it down break it break it down,0.9496,0.063,0.86,0.078,Positive
Dua Lipa,New Rules,Dua Lipa,2017-06-02,one one one one one   talkin' in my sleep at night makin' myself crazy out of my mind out of my mind wrote it down and read it out hopin' it would save me too many times too many times  refrain my love he makes me feel like nobody else nobody else but my love he doesn't love me so i tell myself i tell myself  pre one don't pick up the phone you know he's only callin' 'cause he's drunk and alone two don't let him in you'll have to kick him out again three don't be his friend you know you're gonna wake up in his bed in the morning and if you're under him you ain't gettin' over him   i got new rules i count 'em i got new rules i count 'em i gotta tell them to myself i got new rules i count 'em i gotta tell them to myself   i keep pushin' forwards but he keeps pullin' me backwards nowhere to turn no way nowhere to turn no now i'm standin' back from it i finally see the pattern i never learn i never learn  refrain but my love he doesn't love me so i tell myself i tell myself i do i do i do  pre one don't pick up the phone you know he's only callin' 'cause he's drunk and alone two don't let him in you'll have to kick him out again three don't be his friend you know you're gonna wake up in his bed in the morning and if you're under him you ain't gettin' over him   i got new rules i count 'em i got new rules i count 'em i gotta tell them to myself i got new rules i count 'em i gotta tell them to myself   practice makes perfect i'm still tryna learn it by heart i got new rules i count 'em eat sleep and breathe it rehearse and repeat it 'cause i i got new  pre one don't pick up the phone yeah you know he's only callin' 'cause he's drunk and alone alone two don't let him in uhooh you'll have to kick him out again again three don't be his friend you know you're gonna wake up in his bed in the morning and if you're under him you ain't gettin' over him   i got new rules i count 'em i got new rules i count 'em whoaooh whoaooh whoa i gotta tell them to myself i got new rules i count 'em baby you know i count 'em i gotta tell them to myself   don't let him in don't let him in don't don't don't don't don't be his friend don't be his friend don't don't don't don't don't let him in don't let him in don't don't don't don't don't be his friend don't be his friend don't don't don't don't you're gettin' over him,-0.9416,0.099,0.835,0.066,Negative
Dua Lipa,Don’t Start Now,Future Nostalgia,2019-11-01,if you don't wanna see me   did a full 80 crazy thinking 'bout the way i was did the heartbreak change me maybe but look at where i ended up i'm all good already so moved on it's scary i'm not where you left me at all so  pre if you don't wanna see me dancing with somebody if you wanna believe that anything could stop me   don't show up don't come out don't start caring about me now walk away you know how don't start caring about me now   aren't you the guy who tried to hurt me with the word goodbye though it took some time to survive you i'm better on the other side i'm all good already so moved on it's scary i'm not where you left me at all so  pre if you don't wanna see me dancing with somebody if you wanna believe that anything could stop me don't don't don't   don't show up don't come out don't start caring about me now walk away you know how don't start caring about me now 'bout me now 'bout me   up up don't come out out out don't show up up up don't start now oh up up don't come out out i'm not where you left me at all so  pre if you don't wanna see me dancing with somebody if you wanna believe that anything could stop me   don't show up don't show up don't come out don't come out don't start caring about me now 'bout me now walk away walk away you know how you know how don't start caring about me now so   up up don't come out out out don't show up up up walk away walk away so up up don't come out out out don't show up up up walk away walk away oh,-0.987,0.133,0.834,0.033,Negative
Dua Lipa,IDGAF,Dua Lipa,2017-06-02,you call me all friendly tellin' me how much you miss me that's funny i guess you've heard my songs well i'm too busy for your business go find a girl who wants to listen 'cause if you think i was born yesterday you have got me wrong  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck   i remember that weekend when my best friend caught you creepin' you blamed it all on the alcohol so i made my decision 'cause you made your bed sleep in it play the victim and switch your position i'm through i'm done  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me tch get up off your knees 'cause boy i don't give a fuck   about you no i don't give a damn you keep reminiscin' on when you were my man but i'm over you now you're all in the past you talk all that sweet talk but i ain't comin' back  breakdown cut you off i don't need your love so you can try all you want your time is up i'll tell you why i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up too late now 'cause if you think i care about you now well boy i don't give a fuck boy i don't give a  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me get to me tch get up off your knees 'cause boy i don't give a fuck,0.9911,0.108,0.723,0.17,Positive
Dua Lipa,Blow Your Mind (Mwah),Dua Lipa,2016-08-26,i know it's hot i know we've got something that money can't buy fighting in fits biting your lip loving 'til late in the night  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah mwah mwah mwah mwah   yeah i'm so bad best that you've had i guess you're diggin' the show open the door you want some more when you wanna leave let me know  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah  breakdown and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah hey and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind hey  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey mwah   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah,0.9988,0.103,0.624,0.273,Positive
Dua Lipa,Be the One,Dua Lipa,2015-10-30,i see the moon i see the moon i see the moon oh when you're looking at the sun i'm not a fool i'm not a fool not a fool no you're not fooling anyone  pre oh but when you're gone when you're gone when you're gone oh baby all the lights go out thinking oh that baby i was wrong i was wrong i was wrong come back to me baby we can work this out   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one i could be the one   i see in blue i see in blue i see in blue oh when you see everything in red there is nothing that i wouldn't do for you do for you do for you oh 'cause you got inside my head  pre oh but when you're gone when you're gone when you're gone oh baby all the lights go out thinking oh that baby i was wrong i was wrong i was wrong come back to me baby we can work this out   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one   be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one will you be mine   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one,-0.9739,0.076,0.888,0.036,Negative
Dua Lipa,Break My Heart,Future Nostalgia,2020-03-25,i've always been the one to say the first goodbye had to love and lose a hundred million times had to get it wrong to know just what i like now i'm falling you say my name like i have never heard before i'm indecisive but this time i know for sure i hope i'm not the only one that feels it all are you falling  pre centre of attention you know you can get whatever you want from me whenever you want it baby it's you in my reflection i'm afraid of all the things it could do to me if i would've known it baby   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart   i wonder when you go if i stay on your mind two can play that game but you win me every time everyone before you was a waste of time yeah you got me  pre centre of attention you know you can get whatever you want from me whenever you want it baby it's you in my reflection i'm afraid of all the things it could do to me if i would've known it baby   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home i would've stayed at home 'cause i 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart   ooh break my heart ooh break my heart ooh am i falling in love with the one that could break my heart   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home i would've stayed at home 'cause i 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart,0.9992,0.074,0.681,0.245,Positive
Dua Lipa,Homesick,Dua Lipa,2017-06-02,dua lipa here where the sky's falling i'm covered in blue i'm running and i'm crawling fighting for you when the rain stops then darling what will i do and i know i go all in but why do i   dua lipa you give me a reason something to believe in i know i know i know you give me a meaning something i can breathe in i know i know i know it's a bittersweet feeling longing and i'm leaving i go i go i go but i wish i was there with you oh i wish i was there with you   dua lipa  chris martin there's a crack in my window a bird in my room angels all over that watch over you when i'm walking on water all my dreams have come true still nothing means nothing without you you   dua lipa  chris martin you give me a reason something to believe in i know i know i know you give me a meaning something i can breathe in i know i know i know it's a bittersweet feeling longing and i'm leaving i go i go i go tell my heart to lie but i know deep inside it's true that i wish i was there with you that i wish i was there with you oh i wish i was there with you   break   dua lipa  chris martin you give me a reason something to believe in i know i know i know you give me a meaning something i can breathe in i know i know i know it's a bittersweet feeling longing and i'm leaving i go i go i go tell my heart to lie but i know deep inside it's true that i wish i was there with you that i wish i was there with you oh i wish i was there with you,0.9957,0.032,0.795,0.173,Positive
Dua Lipa,Levitating,Future Nostalgia,2020-03-27,if you wanna run away with me i know a galaxy and i can take you for a ride i had a premonition that we fell into a rhythm where the music don't stop for life glitter in the sky glitter in my eyes shining just the way i like if you're feeling like you need a little bit of company you met me at the perfect time  pre you want me i want you baby my sugarboo i'm levitating the milky way we're renegading yeah yeah yeah yeah yeah   i got you moonlight you're my starlight i need you all night come on dance with me i'm levitating you moonlight you're my starlight you're the moonlight i need you all night come on dance with me i'm levitating   i believe that you're for me i feel it in our energy i see us written in the stars we can go wherever so let's do it now or never baby nothing's ever ever too far glitter in the sky glitter in our eyes shining just the way we are i feel like we're forever every time we get together but whatever let's get lost on mars  pre you want me i want you baby my sugarboo i'm levitating the milky way we're renegading yeah yeah yeah yeah yeah   i got you moonlight you're my starlight i need you all night come on dance with me i'm levitating you moonlight you're my starlight you're the moonlight i need you all night come on dance with me i'm levitating  post you can fly away with me tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah i'm levitating woo you can fly away with me tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah woo   my love is like a rocket watch it blast off and i'm feeling so electric dance my ass off and even if i wanted to i can't stop yeah yeah yeah yeah yeah my love is like a rocket watch it blast off and i'm feeling so electric dance my ass off and even if i wanted to i can't stop yeah yeah yeah yeah yeah  pre you want me i want you baby my sugarboo i'm levitating the milky way we're renegading   i got you yeah moonlight you're my starlight i need you all night all night come on dance with me i'm levitating woo  post you can fly away with me tonight tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah take you for a ride i'm levitating woo you can fly away with me tonight tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah let me take you for a ride   i got you moonlight you're my starlight you are my starlight i need you all night come on dance with me come on dance with me i'm levitating you moonlight you're my starlight you're the moonlight i need you all night come on dance with me i'm levitating,0.9989,0.033,0.722,0.245,Positive
Dua Lipa,Physical,Future Nostalgia,2020-01-30,common love isn't for us we created something phenomenal don't you agree don't you agree you got me feeling diamond rich nothing on this planet compares to it don't you agree don't you agree  pre who needs to go to sleep when i got you next to me   all night i'll riot with you i know you got my back and you know i got you so come on come on come on come on come on come on let's get physical lights out follow the noise baby keep on dancing like you ain't got a choice so come on come on come on come on come on let's get physical   adrenaline keeps on rushing in love the simulation we're dreaming in don't you agree don't you agree i don't wanna live another life 'cause this one's pretty nice living it up  pre who needs to go to sleep when i got you next to me   all night i'll riot with you i know you got my back and you know i got you so come on come on come on come on come on come on let's get physical lights out follow the noise baby keep on dancing like you ain't got a choice so come on come on come on come on come on let's get physical   hold on just a little tighter come on hold on tell me if you're ready come on come on come on baby keep on dancing let's get physical hold on just a little tighter come on hold on tell me if you're ready come on come on come on baby keep on dancing let's get physical   all night i'll riot with you i know you got my back and you know i got you so come on come on come on let's get physical lights out follow the noise baby keep on dancing like you ain't got a choice so come on come on come on come on come on let's get physical physical physical   let's get physical physical physical physical physical physical let's get physical physical physical come on phyphyphyphysical,0.9176,0.06,0.846,0.094,Positive
Dua Lipa,Hotter Than Hell,Dua Lipa,2016-05-06,ah yeah ah yeah   he calls me the devil i make him wanna sin every time i knock he can't help but let me in must be homesick for the real i'm the realest it gets you probably still adore me with my hands around your neck  pre can you feel the warmth yeah as my kiss goes down you like some sweet alcohol where i'm coming from yeah it's the darker side of me that makes you feel so numb   'cause im hot like hell does it burn when i'm not there and you're by yourself am i the answer to your prayers i'm giving you that pleasure heaven and i'll give it to you hotter than hell hotter than hell   you're my manna from heaven we all gotta get fed cant let me know i'm wanted cant let me in your head i'm not here to make you kneel but it's praise that i get you ain't gonna walk free boy not finished with you yet no  pre can you feel the warmth yeah as my kiss goes down you like some sweet alcohol where im coming from yeah it's the darker side of me that makes you feel so numb   'cause i'm hot like hell does it burn when i'm not there and you're by yourself am i the answer to your prayers i'm giving you that pleasure heaven and i'll give it to you hotter than hell hotter than hell   oh you're down right there you make me feel right there when you lay me down right there we just make it right there 'cause you're looking so right there baby you should touch me right there if you take me right there we could make it   'cause i'm hot like hell does it burn when i'm not there and you're by yourself am i the answer to your prayers i'm giving you that pleasure heaven and i'll give it to you hotter than hell hotter than hell hotter than hell hotter than hell and i'll give it to you hotter than hell,-0.6225,0.199,0.591,0.21,Negative
Dua Lipa,Thinking ’Bout You,Dua Lipa,2017-01-06,am and my neighbors hate me music blasting shaking these walls this time mary jane won't save me i've been working later i've been drinking stronger i've been smoking deeper but the memories won't stop   i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you   like poison coursing through me so clear my vision is blurred the haze won't put my mind at ease i've been sleeping later i've been breathing stronger i've been digging deeper but the memories won't stop   i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you   i want you all say it before you run out of time i want you all say it before it's too late i want you all say what i am feeling now i want you all waiting is insane   i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you,0.9874,0.052,0.734,0.214,Positive
Dua Lipa,Boys Will Be Boys,Future Nostalgia,2020-03-27,it's second nature to walk home before the sun goes down and put your keys between your knuckles when there's boys around isn't it funny how we laugh it off to hide our fear when there's nothing funny here ah sick intuition that they taught us so we won't freak out we hide our figures doing anything to shut their mouths we smile away to ease the tension so it don't go south but there's nothing funny now ah  pre when will we stop saying things 'cause they're all listening no the kids ain't alright oh and they do what they see 'cause it's all on tv oh the kids ain't alright   boys will be boys will be boys will be boys will be boys but girls will be women boys will be boys will be boys will be boys will be boys but girls will be women   i'm sure if there's something that i can't find the words to say i know that there will be a man around to save the day and that was sarcasm in case you needed it mansplained i should've stuck to ballet ah  pre when will we stop saying things 'cause they're all listening no the kids ain't alright oh and they do what they see 'cause it's all on tv oh the kids ain't alright   boys will be boys will be boys will be boys will be boys but girls will be women boys will be boys will be boys will be boys will be boys but girls will be women   if you're offended by this song you're clearly doing something wrong if you're offended by this song then you're probably saying boys will be boys will be boys will be boys will be boys but girls will be women  pre when will we stop saying things 'cause they're all listening no the kids ain't alright oh and they do what they see 'cause it's all on tv oh the kids ain't alright   boys will be boys will be boys will be boys will be boys but girls will be women boys will be boys will be boys will be boys will be boys but girls will be women,-0.9866,0.143,0.816,0.042,Negative
Dua Lipa,Genesis,Dua Lipa,2017-06-02,in the beginning god created heaven and earth for what it's worth i think that he might've created you first just my opinion your body is the one paradise that i wanna fly to every day and every night  pre i've been sick and tired of running chasing all of the flashing lights these late nights don't mean nothing so i just wanna apologize i'm sorry so sorry i'm sorry yeah   i need your love and i'm dying for the rush 'cause my heart ain't got enough i need your touch this is getting serious tell me that it's not the end of us how can we go back to the beginning how can we go back to the beginning without you i've got no air to breathe in how can we go back to the beginning   don't matter what's written we can start all over again all over again oh how can i get you all over my skin my deep intuition tells me that i'm doing you wrong if i don't come home just say you forgive me and don't let me go  pre i've been sick and tired of running chasing all of the flashing lights these late nights don't mean nothing so i just wanna apologize i'm sorry so sorry i'm sorry yeah   i need your love and i'm dying for the rush 'cause my heart ain't got enough i need your touch this is getting serious tell me that it's not the end of us how can we go back to the beginning how can we go back to the beginning without you i've got no air to breathe in how can we go back to the beginning   you know i'll roar like a lion for you you know i'll keep trying 'til the sun starts rising   i need your love and i'm dying for the rush 'cause my heart ain't got enough i need your touch this is getting serious tell me that it's not the end of us how can we go back to the beginning how can we go back to the beginning without you i've got no air to breathe in how can we go back to the beginning,0.9726,0.086,0.789,0.125,Positive
